objectid,cdmid,title,date,year,index_description,headlines,subject,cdm_pdf_link
arg-1996-09-04,10091,"September 4th, 1996",1996-09-04,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10091/filename/arg-1996-09-04.pdf
arg-1996-09-06,10092,"September 6th, 1996",1996-09-06,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10092/filename/arg-1996-09-06.pdf
arg-1996-09-10,10093,"September 10th, 1996",1996-09-10,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10093/filename/arg-1996-09-10.pdf
arg-1996-09-13,10098,"September 13rd, 1996",1996-09-13,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10098/filename/arg-1996-09-13.pdf
arg-1996-09-17,10110,"September 17th, 1996",1996-09-17,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10110/filename/arg-1996-09-17.pdf
arg-1996-09-20,10111,"September 20th, 1996",1996-09-20,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10111/filename/arg-1996-09-20.pdf
arg-1996-09-24,10095,"September 24th, 1996",1996-09-24,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10095/filename/arg-1996-09-24.pdf
arg-1996-09-27,10096,"September 27th, 1996",1996-09-27,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10096/filename/arg-1996-09-27.pdf
arg-1996-10-01,10097,"October 1st, 1996",1996-10-01,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10097/filename/arg-1996-10-01.pdf
arg-1996-10-04,10099,"October 4th, 1996",1996-10-04,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10099/filename/arg-1996-10-04.pdf
arg-1996-10-08,10100,"October 8th, 1996",1996-10-08,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10100/filename/arg-1996-10-08.pdf
arg-1996-10-11,10101,"October 11st, 1996",1996-10-11,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10101/filename/arg-1996-10-11.pdf
arg-1996-10-15,10102,"October 15th, 1996",1996-10-15,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10102/filename/arg-1996-10-15.pdf
arg-1996-10-18,10103,"October 18th, 1996",1996-10-18,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10103/filename/arg-1996-10-18.pdf
arg-1996-10-22,10104,"October 22nd, 1996",1996-10-22,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10104/filename/arg-1996-10-22.pdf
arg-1996-10-25,10105,"October 25th, 1996",1996-10-25,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10105/filename/arg-1996-10-25.pdf
arg-1996-10-29,10106,"October 29th, 1996",1996-10-29,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10106/filename/arg-1996-10-29.pdf
arg-1996-11-01,10107,"November 1st, 1996",1996-11-01,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10107/filename/arg-1996-11-01.pdf
arg-1996-11-05,10108,"November 5th, 1996",1996-11-05,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10108/filename/arg-1996-11-05.pdf
arg-1996-11-08,10109,"November 8th, 1996",1996-11-08,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10109/filename/arg-1996-11-08.pdf
arg-1996-11-12,10112,"November 12nd, 1996",1996-11-12,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10112/filename/arg-1996-11-12.pdf
arg-1996-11-15,10122,"November 15th, 1996",1996-11-15,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10122/filename/arg-1996-11-15.pdf
arg-1996-11-19,10128,"November 19th, 1996",1996-11-19,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10128/filename/arg-1996-11-19.pdf
arg-1996-11-22,10113,"November 22nd, 1996",1996-11-22,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10113/filename/arg-1996-11-22.pdf
arg-1996-12-03,10114,"December 3rd, 1996",1996-12-03,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10114/filename/arg-1996-12-03.pdf
arg-1996-12-06,9214,"December 6th, 1996",1996-12-06,1996,"Photo (pg 4, c1)",,Graphology,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9214/filename/arg-1996-12-06.pdf
arg-1996-12-10,10115,"December 10th, 1996",1996-12-10,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10115/filename/arg-1996-12-10.pdf
arg-1996-12-13,10116,"December 13rd, 1996",1996-12-13,1996,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10116/filename/arg-1996-12-13.pdf
arg-1997-01-14,10117,"January 14th, 1997",1997-01-14,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10117/filename/arg-1997-01-14.pdf
arg-1997-01-17,10118,"January 17th, 1997",1997-01-17,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10118/filename/arg-1997-01-17.pdf
arg-1997-01-22,10119,"January 22nd, 1997",1997-01-22,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10119/filename/arg-1997-01-22.pdf
arg-1997-01-24,10120,"January 24th, 1997",1997-01-24,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10120/filename/arg-1997-01-24.pdf
arg-1997-01-28,10121,"January 28th, 1997",1997-01-28,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10121/filename/arg-1997-01-28.pdf
arg-1997-01-31,10123,"January 31st, 1997",1997-01-31,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10123/filename/arg-1997-01-31.pdf
arg-1997-02-04,10124,"February 4th, 1997",1997-02-04,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10124/filename/arg-1997-02-04.pdf
arg-1997-02-07,10125,"February 7th, 1997",1997-02-07,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10125/filename/arg-1997-02-07.pdf
arg-1997-02-11,10126,"February 11st, 1997",1997-02-11,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10126/filename/arg-1997-02-11.pdf
arg-1997-02-14,10127,"February 14th, 1997",1997-02-14,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10127/filename/arg-1997-02-14.pdf
arg-1997-02-19,10133,"February 19th, 1997",1997-02-19,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10133/filename/arg-1997-02-19.pdf
arg-1997-02-21,10142,"February 21st, 1997",1997-02-21,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10142/filename/arg-1997-02-21.pdf
arg-1997-02-25,10145,"February 25th, 1997",1997-02-25,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10145/filename/arg-1997-02-25.pdf
arg-1997-02-28,10129,"February 28th, 1997",1997-02-28,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10129/filename/arg-1997-02-28.pdf
arg-1997-03-04,10130,"March 4th, 1997",1997-03-04,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10130/filename/arg-1997-03-04.pdf
arg-1997-03-07,10131,"March 7th, 1997",1997-03-07,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10131/filename/arg-1997-03-07.pdf
arg-1997-03-11,10132,"March 11st, 1997",1997-03-11,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10132/filename/arg-1997-03-11.pdf
arg-1997-03-14,10134,"March 14th, 1997",1997-03-14,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10134/filename/arg-1997-03-14.pdf
arg-1997-03-25,10135,"March 25th, 1997",1997-03-25,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10135/filename/arg-1997-03-25.pdf
arg-1997-03-28,10136,"March 28th, 1997",1997-03-28,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10136/filename/arg-1997-03-28.pdf
arg-1997-04-01,10137,"April 1st, 1997",1997-04-01,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10137/filename/arg-1997-04-01.pdf
arg-1997-04-04,10138,"April 4th, 1997",1997-04-04,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10138/filename/arg-1997-04-04.pdf
arg-1997-04-08,10139,"April 8th, 1997",1997-04-08,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10139/filename/arg-1997-04-08.pdf
arg-1997-04-11,10140,"April 11st, 1997",1997-04-11,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10140/filename/arg-1997-04-11.pdf
arg-1997-04-15,10141,"April 15th, 1997",1997-04-15,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10141/filename/arg-1997-04-15.pdf
arg-1997-04-18,10143,"April 18th, 1997",1997-04-18,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10143/filename/arg-1997-04-18.pdf
arg-1997-04-22,10144,"April 22nd, 1997",1997-04-22,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10144/filename/arg-1997-04-22.pdf
arg-1997-04-25,9983,"April 25th, 1997",1997-04-25,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9983/filename/arg-1997-04-25.pdf
arg-1997-04-29,9991,"April 29th, 1997",1997-04-29,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9991/filename/arg-1997-04-29.pdf
arg-1997-05-02,9975,"May 2nd, 1997",1997-05-02,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9975/filename/arg-1997-05-02.pdf
arg-1997-05-06,9976,"May 6th, 1997",1997-05-06,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9976/filename/arg-1997-05-06.pdf
arg-1997-05-09,9977,"May 9th, 1997",1997-05-09,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9977/filename/arg-1997-05-09.pdf
arg-1997-05-13,9978,"May 13rd, 1997",1997-05-13,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9978/filename/arg-1997-05-13.pdf
arg-1997-06-04,9980,"June 4th, 1997",1997-06-04,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9980/filename/arg-1997-06-04.pdf
arg-1997-06-11,9981,"June 11st, 1997",1997-06-11,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9981/filename/arg-1997-06-11.pdf
arg-1997-06-18,9982,"June 18th, 1997",1997-06-18,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9982/filename/arg-1997-06-18.pdf
arg-1997-06-25,9984,"June 25th, 1997",1997-06-25,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9984/filename/arg-1997-06-25.pdf
arg-1997-07-02,9985,"July 2nd, 1997",1997-07-02,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9985/filename/arg-1997-07-02.pdf
arg-1997-07-09,9986,"July 9th, 1997",1997-07-09,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9986/filename/arg-1997-07-09.pdf
arg-1997-07-16,9987,"July 16th, 1997",1997-07-16,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9987/filename/arg-1997-07-16.pdf
arg-1997-07-23,9988,"July 23rd, 1997",1997-07-23,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9988/filename/arg-1997-07-23.pdf
arg-1997-07-30,9989,"July 30th, 1997",1997-07-30,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9989/filename/arg-1997-07-30.pdf
arg-1997-08-01,9990,"August 1st, 1997",1997-08-01,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9990/filename/arg-1997-08-01.pdf
arg-1997-08-22,9992,"August 22nd, 1997",1997-08-22,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9992/filename/arg-1997-08-22.pdf
arg-1997-08-26,10002,"August 26th, 1997",1997-08-26,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10002/filename/arg-1997-08-26.pdf
arg-1997-08-29,9993,"August 29th, 1997",1997-08-29,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9993/filename/arg-1997-08-29.pdf
arg-1997-09-03,9995,"September 3rd, 1997",1997-09-03,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9995/filename/arg-1997-09-03.pdf
arg-1997-09-05,9996,"September 5th, 1997",1997-09-05,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9996/filename/arg-1997-09-05.pdf
arg-1997-09-09,9997,"September 9th, 1997",1997-09-09,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9997/filename/arg-1997-09-09.pdf
arg-1997-09-12,9998,"September 12nd, 1997",1997-09-12,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9998/filename/arg-1997-09-12.pdf
arg-1997-09-16,9999,"September 16th, 1997",1997-09-16,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/9999/filename/arg-1997-09-16.pdf
arg-1997-09-19,10000,"September 19th, 1997",1997-09-19,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/10000/filename/arg-1997-09-19.pdf
arg-1997-09-23,11062,"September 23rd, 1997",1997-09-23,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11062/filename/arg-1997-09-23.pdf
arg-1997-09-26,11073,"September 26th, 1997",1997-09-26,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11073/filename/arg-1997-09-26.pdf
arg-1997-09-30,11077,"September 30th, 1997",1997-09-30,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11077/filename/arg-1997-09-30.pdf
arg-1997-10-03,11069,"October 3rd, 1997",1997-10-03,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11069/filename/arg-1997-10-03.pdf
arg-1997-10-07,11067,"October 7th, 1997",1997-10-07,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11067/filename/arg-1997-10-07.pdf
arg-1997-10-10,11070,"October 10th, 1997",1997-10-10,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11070/filename/arg-1997-10-10.pdf
arg-1997-10-14,11072,"October 14th, 1997",1997-10-14,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11072/filename/arg-1997-10-14.pdf
arg-1997-10-17,11071,"October 17th, 1997",1997-10-17,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11071/filename/arg-1997-10-17.pdf
arg-1997-10-21,11081,"October 21st, 1997",1997-10-21,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11081/filename/arg-1997-10-21.pdf
arg-1997-10-24,11064,"October 24th, 1997",1997-10-24,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11064/filename/arg-1997-10-24.pdf
arg-1997-10-28,11068,"October 28th, 1997",1997-10-28,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11068/filename/arg-1997-10-28.pdf
arg-1997-10-31,11074,"October 31st, 1997",1997-10-31,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11074/filename/arg-1997-10-31.pdf
arg-1997-11-04,11080,"November 4th, 1997",1997-11-04,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11080/filename/arg-1997-11-04.pdf
arg-1997-11-07,11079,"November 7th, 1997",1997-11-07,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11079/filename/arg-1997-11-07.pdf
arg-1997-11-11,11065,"November 11st, 1997",1997-11-11,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11065/filename/arg-1997-11-11.pdf
arg-1997-11-14,11078,"November 14th, 1997",1997-11-14,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11078/filename/arg-1997-11-14.pdf
arg-1997-11-18,11063,"November 18th, 1997",1997-11-18,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11063/filename/arg-1997-11-18.pdf
arg-1997-11-21,11075,"November 21st, 1997",1997-11-21,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11075/filename/arg-1997-11-21.pdf
arg-1997-12-02,11066,"December 2nd, 1997",1997-12-02,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11066/filename/arg-1997-12-02.pdf
arg-1997-12-05,11076,"December 5th, 1997",1997-12-05,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11076/filename/arg-1997-12-05.pdf
arg-1997-12-09,11082,"December 9th, 1997",1997-12-09,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11082/filename/arg-1997-12-09.pdf
arg-1997-12-12,11086,"December 12nd, 1997",1997-12-12,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11086/filename/arg-1997-12-12.pdf
arg-1997-12-16,11097,"December 16th, 1997",1997-12-16,1997,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11097/filename/arg-1997-12-16.pdf
arg-1998-01-13,11099,"January 13rd, 1998",1998-01-13,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11099/filename/arg-1998-01-13.pdf
arg-1998-01-16,11083,"January 16th, 1998",1998-01-16,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11083/filename/arg-1998-01-16.pdf
arg-1998-01-21,11084,"January 21st, 1998",1998-01-21,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11084/filename/arg-1998-01-21.pdf
arg-1998-01-23,11085,"January 23rd, 1998",1998-01-23,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11085/filename/arg-1998-01-23.pdf
arg-1998-01-27,11087,"January 27th, 1998",1998-01-27,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11087/filename/arg-1998-01-27.pdf
arg-1998-01-30,11088,"January 30th, 1998",1998-01-30,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11088/filename/arg-1998-01-30.pdf
arg-1998-02-03,11089,"February 3rd, 1998",1998-02-03,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11089/filename/arg-1998-02-03.pdf
arg-1998-02-06,11090,"February 6th, 1998",1998-02-06,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11090/filename/arg-1998-02-06.pdf
arg-1998-02-10,11091,"February 10th, 1998",1998-02-10,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11091/filename/arg-1998-02-10.pdf
arg-1998-02-13,11092,"February 13rd, 1998",1998-02-13,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11092/filename/arg-1998-02-13.pdf
arg-1998-02-18,11093,"February 18th, 1998",1998-02-18,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11093/filename/arg-1998-02-18.pdf
arg-1998-02-20,11094,"February 20th, 1998",1998-02-20,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11094/filename/arg-1998-02-20.pdf
arg-1998-02-24,11095,"February 24th, 1998",1998-02-24,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11095/filename/arg-1998-02-24.pdf
arg-1998-02-27,11096,"February 27th, 1998",1998-02-27,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11096/filename/arg-1998-02-27.pdf
arg-1998-03-03,11098,"March 3rd, 1998",1998-03-03,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11098/filename/arg-1998-03-03.pdf
arg-1998-03-06,11104,"March 6th, 1998",1998-03-06,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11104/filename/arg-1998-03-06.pdf
arg-1998-03-10,11115,"March 10th, 1998",1998-03-10,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11115/filename/arg-1998-03-10.pdf
arg-1998-03-13,11116,"March 13rd, 1998",1998-03-13,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11116/filename/arg-1998-03-13.pdf
arg-1998-03-24,11100,"March 24th, 1998",1998-03-24,1998,,,,https://digital.lib.uidaho.edu/utils/getfile/collection/argonaut/id/11100/filename/arg-1998-03-24.pdf
